travel_distance,lifetime,ymin,_id,xmin,id,xmax,image_name,camera,travel_displacement,timestamp,count_id,travel_trajectory,frame_no,original_video_name,ymax,tracking_id,parent_image_name,timestamp_precise,true_video_name,full_image_names,video_name
2414.7680228838426,67.46099996566772,0,662e89d88d1d64541a4a1690,2063,51g0_mbk-14-14_1714320301_1714320500_1603,2184,,mbk-14-14,782.620294944129,2024-04-28 16:05:01,51g0,172.77927809504317,1603,mbk-14-14_1714320301.mp4,271,51,,2024-04-28 16:08:20.309000,mbk-14-14_1714320301.mp4,[],mbk-14-14_1714320301.mp4
2430.2943157702166,9.876999855041504,559,662e89868d1d64541a475408,299,10g0_mbk-14-14_1714320001_1714320151_1210,685,,mbk-14-14,2157.872115171131,2024-04-28 16:00:01,10g0,31.507687464864954,1210,mbk-14-14_1714320001.mp4,1164,10,,2024-04-28 16:02:31.322000,mbk-14-14_1714320001.mp4,[],mbk-14-14_1714320001.mp4
3610.3572846027682,22.11400008201599,0,662e89868d1d64541a47540b,2093,21g0_mbk-14-14_1714320001_1714320228_1828,2210,,mbk-14-14,1901.0998253526552,2024-04-28 16:00:01,21g0,35.599219958976164,1828,mbk-14-14_1714320001.mp4,168,21,,2024-04-28 16:03:48.582000,mbk-14-14_1714320001.mp4,[],mbk-14-14_1714320001.mp4
2413.5863277709714,13.115999937057495,14,662e89868d1d64541a47540c,1819,27g0_mbk-14-14_1714320001_1714320231_1851,2027,,mbk-14-14,1607.5189951077525,2024-04-28 16:00:01,27g0,52.4288630755753,1851,mbk-14-14_1714320001.mp4,435,27,,2024-04-28 16:03:51.460000,mbk-14-14_1714320001.mp4,[],mbk-14-14_1714320001.mp4
2552.046809076672,5.239000082015991,37,662e89868d1d64541a475416,2053,34g0_mbk-14-14_1714320001_1714320274_2194,2198,,mbk-14-14,2085.3022664095315,2024-04-28 16:00:01,34g0,32.12816699908233,2194,mbk-14-14_1714320001.mp4,281,34,,2024-04-28 16:04:34.288000,mbk-14-14_1714320001.mp4,[],mbk-14-14_1714320001.mp4
2207.8205556890885,9.718000173568726,550,662e7f4e8d1d64541af4106d,551,12g0_mbk-14-11_1714320001_1714320131_1054,855,,mbk-14-11,1917.9769574818672,2024-04-28 16:00:01,12g0,34.17520224454547,1054,mbk-14-11_1714320001.mp4,1203,12,,2024-04-28 16:02:11.728000,mbk-14-11_1714320001.mp4,[],mbk-14-11_1714320001.mp4
2113.891405996359,6.877999782562256,538,662e89d88d1d64541a4a10da,664,696g0_mbk-14-14_1714319101_1714319135_285,943,,mbk-14-14,1794.232386726649,2024-04-28 15:45:01,696g0,43.466130525043326,285,mbk-14-14_1714319101.mp4,1173,696,,2024-04-28 15:45:35.555000,mbk-14-14_1714319101.mp4,[],mbk-14-14_1714319101.mp4
2652.504044977417,6.838000059127808,35,662e89d88d1d64541a4a10dd,1749,698g0_mbk-14-14_1714319101_1714319139_319,1924,,mbk-14-14,1534.9293492613187,2024-04-28 15:45:01,698g0,48.5879030475107,319,mbk-14-14_1714319101.mp4,477,698,,2024-04-28 15:45:39.795000,mbk-14-14_1714319101.mp4,[],mbk-14-14_1714319101.mp4
2369.5879255365157,9.118000030517578,529,662e89d88d1d64541a4a10e0,262,702g0_mbk-14-14_1714319101_1714319174_599,521,,mbk-14-14,2028.770835384858,2024-04-28 15:45:01,702g0,32.506704102893345,599,mbk-14-14_1714319101.mp4,1138,702,,2024-04-28 15:46:14.784000,mbk-14-14_1714319101.mp4,[],mbk-14-14_1714319101.mp4
2422.175093600033,9.236999988555908,508,662e89d88d1d64541a4a10e3,561,710g0_mbk-14-14_1714319101_1714319220_964,948,,mbk-14-14,2241.2168652869655,2024-04-28 15:45:01,710g0,32.17039967426035,964,mbk-14-14_1714319101.mp4,1147,710,,2024-04-28 15:47:00.411000,mbk-14-14_1714319101.mp4,[],mbk-14-14_1714319101.mp4
2297.8726965028736,12.236999988555908,39,662e86f88d1d64541a3311d3,1808,3g0_mbk-14-13_1714319101_1714319133_266,1979,,mbk-14-13,1994.4904993251334,2024-04-28 15:45:01,3g0,39.878795248138886,266,mbk-14-13_1714319101.mp4,395,3,,2024-04-28 15:45:33.356000,mbk-14-13_1714319101.mp4,[],mbk-14-13_1714319101.mp4
28.42170306377875,0.5199999809265137,2,662e86f88d1d64541a3311d6,2098,11g0_mbk-14-13_1714319101_1714319140_324,2168,,mbk-14-13,26.755609129243563,2024-04-28 15:45:01,11g0,156.80140948635182,324,mbk-14-13_1714319101.mp4,93,11,,2024-04-28 15:45:40.634000,mbk-14-13_1714319101.mp4,[],mbk-14-13_1714319101.mp4
2273.480818873288,9.63699984550476,23,662e86f88d1d64541a3311da,1672,13g0_mbk-14-13_1714319101_1714319172_579,1852,,mbk-14-13,2024.8687749220737,2024-04-28 15:45:01,13g0,35.822729069558214,579,mbk-14-13_1714319101.mp4,494,13,,2024-04-28 15:46:12.505000,mbk-14-13_1714319101.mp4,[],mbk-14-13_1714319101.mp4
2627.913573865053,10.996999979019165,442,662e89be8d1d64541a494609,395,652g0_mbk-14-14_1714318501_1714318518_146,699,,mbk-14-14,2138.4504169886523,2024-04-28 15:35:01,652g0,36.33649123197341,146,mbk-14-14_1714318501.mp4,1103,652,,2024-04-28 15:35:18.400000,mbk-14-14_1714318501.mp4,[],mbk-14-14_1714318501.mp4
1882.4913321286579,8.876999855041504,543,662e89be8d1d64541a49460c,543,653g0_mbk-14-14_1714318501_1714318518_145,913,,mbk-14-14,1763.3343182876067,2024-04-28 15:35:01,653g0,30.97680796226079,145,mbk-14-14_1714318501.mp4,1140,653,,2024-04-28 15:35:18.240000,mbk-14-14_1714318501.mp4,[],mbk-14-14_1714318501.mp4
1803.501752180424,6.758000135421753,461,662e817a8d1d64541a061a01,210,611g0_mbk-14-12_1714318501_1714318646_1171,524,,mbk-14-12,1487.2975136739528,2024-04-28 15:35:01,611g0,45.638011261958816,1171,mbk-14-12_1714318501.mp4,1030,611,,2024-04-28 15:37:26.564000,mbk-14-12_1714318501.mp4,[],mbk-14-12_1714318501.mp4
251.69916661517368,0.12000012397766113,302,662e817a8d1d64541a0617f7,206,610g0_mbk-14-12_1714318501_1714318645_1164,402,,mbk-14-12,251.69916661517368,2024-04-28 15:35:01,610g0,84.66076319626242,1164,mbk-14-12_1714318501.mp4,777,610,,2024-04-28 15:37:25.684000,mbk-14-12_1714318501.mp4,[],mbk-14-12_1714318501.mp4
1928.8896533736954,5.358000040054321,290,662e7fb28d1d64541af773a9,1361,393g0_mbk-14-11_1714318501_1714318641_1135,1544,,mbk-14-11,1726.0921666079253,2024-04-28 15:35:01,393g0,34.41242616954614,1135,mbk-14-11_1714318501.mp4,878,393,,2024-04-28 15:37:21.965000,mbk-14-11_1714318501.mp4,[],mbk-14-11_1714318501.mp4
2455.201938949294,12.597000122070312,124,662e7fb28d1d64541af773ac,1769,394g0_mbk-14-11_1714318501_1714318646_1169,1979,,mbk-14-11,1462.3670960729455,2024-04-28 15:35:01,394g0,44.870224956890574,1169,mbk-14-11_1714318501.mp4,571,394,,2024-04-28 15:37:26.205000,mbk-14-11_1714318501.mp4,[],mbk-14-11_1714318501.mp4
2089.587154663315,11.876999855041504,487,662e7fb28d1d64541af773b1,900,395g0_mbk-14-11_1714318501_1714318645_1164,1223,,mbk-14-11,1767.9382566351878,2024-04-28 15:35:01,395g0,41.4822553811593,1164,mbk-14-11_1714318501.mp4,1133,395,,2024-04-28 15:37:25.604000,mbk-14-11_1714318501.mp4,[],mbk-14-11_1714318501.mp4
2507.57495042307,11.63699984550476,0,662e89a98d1d64541a489620,1974,615g0_mbk-14-14_1714318201_1714318330_1043,2140,,mbk-14-14,2268.0483724330543,2024-04-28 15:30:01,615g0,33.50135233717611,1043,mbk-14-14_1714318201.mp4,323,615,,2024-04-28 15:32:10.488000,mbk-14-14_1714318201.mp4,[],mbk-14-14_1714318201.mp4
131.35662819644702,3.11899995803833,0,662e89a18d1d64541a485ea6,2278,568g0_mbk-14-14_1714317901_1714318030_1043,2400,,mbk-14-14,86.34938678542738,2024-04-28 15:25:01,568g0,200.64699082497037,1043,mbk-14-14_1714317901.mp4,159,568,,2024-04-28 15:27:10.569000,mbk-14-14_1714317901.mp4,[],mbk-14-14_1714317901.mp4
1212.2962817171403,3.998999834060669,299,662e89a18d1d64541a485eb2,1589,569g0_mbk-14-14_1714317901_1714318030_1046,1732,,mbk-14-14,1048.0703316359525,2024-04-28 15:25:01,569g0,208.56958520918388,1046,mbk-14-14_1714317901.mp4,625,569,,2024-04-28 15:27:10.929000,mbk-14-14_1714317901.mp4,[],mbk-14-14_1714317901.mp4
1808.1044971491053,3.0,496,662e89a18d1d64541a485ebc,622,581g0_mbk-14-14_1714317901_1714318075_1401,1023,,mbk-14-14,1659.354461227117,2024-04-28 15:25:01,581g0,38.75453281153269,1401,mbk-14-14_1714317901.mp4,1128,581,,2024-04-28 15:27:55.276000,mbk-14-14_1714317901.mp4,[],mbk-14-14_1714317901.mp4
2609.851490512998,8.11899995803833,2,662e890b8d1d64541a42e4c1,1878,505g0_mbk-14-14_1714317601_1714317678_625,2037,,mbk-14-14,1915.266919553828,2024-04-28 15:20:01,505g0,43.364837913548406,625,mbk-14-14_1714317601.mp4,400,505,,2024-04-28 15:21:18.223000,mbk-14-14_1714317601.mp4,[],mbk-14-14_1714317601.mp4
1746.788614467409,8.596999883651733,381,662e890b8d1d64541a42e4c3,557,508g0_mbk-14-14_1714317601_1714317681_654,929,,mbk-14-14,1284.4827869333228,2024-04-28 15:20:01,508g0,64.74327099590225,654,mbk-14-14_1714317601.mp4,1173,508,,2024-04-28 15:21:21.862000,mbk-14-14_1714317601.mp4,[],mbk-14-14_1714317601.mp4
1826.1938448221413,7.358000040054321,534,662e890b8d1d64541a42e5c3,262,509g0_mbk-14-14_1714317601_1714317681_652,496,,mbk-14-14,1396.6435428016157,2024-04-28 15:20:01,509g0,55.93684895020644,652,mbk-14-14_1714317601.mp4,1082,509,,2024-04-28 15:21:21.622000,mbk-14-14_1714317601.mp4,[],mbk-14-14_1714317601.mp4
2012.5695530634948,4.519000053405762,51,662e890b8d1d64541a42e5c7,1784,534g0_mbk-14-14_1714317601_1714317857_2058,2088,,mbk-14-14,1643.8717079513897,2024-04-28 15:20:01,534g0,41.27423785068554,2058,mbk-14-14_1714317601.mp4,285,534,,2024-04-28 15:24:17.173000,mbk-14-14_1714317601.mp4,[],mbk-14-14_1714317601.mp4
2345.1982905416094,7.638000011444092,77,662e890b8d1d64541a42e5cb,1606,535g0_mbk-14-14_1714317601_1714317857_2058,1826,,mbk-14-14,1660.8315081174826,2024-04-28 15:20:01,535g0,42.65686903114502,2058,mbk-14-14_1714317601.mp4,555,535,,2024-04-28 15:24:17.173000,mbk-14-14_1714317601.mp4,[],mbk-14-14_1714317601.mp4
2532.520534392768,9.516999959945679,4,662e890b8d1d64541a42e5d2,1864,536g0_mbk-14-14_1714317601_1714317859_2077,2013,,mbk-14-14,1682.524799632292,2024-04-28 15:20:01,536g0,49.714464796365796,2077,mbk-14-14_1714317601.mp4,421,536,,2024-04-28 15:24:19.532000,mbk-14-14_1714317601.mp4,[],mbk-14-14_1714317601.mp4
2928.302177879678,11.715999841690063,2,662e87318d1d64541a34b1bd,2005,445g0_mbk-14-13_1714317601_1714317681_653,2126,,mbk-14-13,1843.4883912038579,2024-04-28 15:20:01,445g0,44.12493035341147,653,mbk-14-13_1714317601.mp4,271,445,,2024-04-28 15:21:21.742000,mbk-14-13_1714317601.mp4,[],mbk-14-13_1714317601.mp4
196.95941416716227,2.2789998054504395,0,662e87318d1d64541a34b1c6,2105,448g0_mbk-14-13_1714317601_1714317679_634,2145,,mbk-14-13,184.1956793902653,2024-04-28 15:20:01,448g0,168.2614287932777,634,mbk-14-13_1714317601.mp4,53,448,,2024-04-28 15:21:19.343000,mbk-14-13_1714317601.mp4,[],mbk-14-13_1714317601.mp4
2084.7546837312857,8.278000116348267,74,662e87318d1d64541a34b1c3,1585,446g0_mbk-14-13_1714317601_1714317678_631,1775,,mbk-14-13,1680.678864185272,2024-04-28 15:20:01,446g0,49.97463174175783,631,mbk-14-13_1714317601.mp4,604,446,,2024-04-28 15:21:18.983000,mbk-14-13_1714317601.mp4,[],mbk-14-13_1714317601.mp4
45.56899195812767,0.7599999904632568,0,662e87318d1d64541a34b1c7,2103,474g0_mbk-14-13_1714317601_1714317859_2072,2152,,mbk-14-13,42.627271039528935,2024-04-28 15:20:01,474g0,159.07549825507877,2072,mbk-14-13_1714317601.mp4,89,474,,2024-04-28 15:24:19.053000,mbk-14-13_1714317601.mp4,[],mbk-14-13_1714317601.mp4
96.47673857878493,1.6409997940063477,0,662e87318d1d64541a34b1ce,2110,475g0_mbk-14-13_1714317601_1714317860_2080,2159,,mbk-14-13,83.83522342958416,2024-04-28 15:20:01,475g0,155.224859431168,2080,mbk-14-13_1714317601.mp4,63,475,,2024-04-28 15:24:20.053000,mbk-14-13_1714317601.mp4,[],mbk-14-13_1714317601.mp4
54.35017597861935,0.4779999256134033,0,662e87318d1d64541a34b1d1,2101,476g0_mbk-14-13_1714317601_1714317860_2087,2157,,mbk-14-13,40.056455974552236,2024-04-28 15:20:01,476g0,164.74488129694222,2087,mbk-14-13_1714317601.mp4,65,476,,2024-04-28 15:24:20.933000,mbk-14-13_1714317601.mp4,[],mbk-14-13_1714317601.mp4
4570.349536553528,63.74199986457825,477,662e7f988d1d64541af6ac4a,710,336g0_mbk-14-11_1714317601_1714317781_1449,1017,,mbk-14-11,377.1107992949634,2024-04-28 15:20:01,336g0,90.7117122060357,1449,mbk-14-11_1714317601.mp4,1210,336,,2024-04-28 15:23:01.195000,mbk-14-11_1714317601.mp4,[],mbk-14-11_1714317601.mp4
2571.664683710992,11.117000102996826,0,662e89038d1d64541a4292cc,2114,422g0_mbk-14-14_1714317301_1714317467_1344,2210,,mbk-14-14,2195.418695712816,2024-04-28 15:15:01,422g0,35.512808291670304,1344,mbk-14-14_1714317301.mp4,245,422,,2024-04-28 15:17:47.958000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317301.mp4
181.6356562258925,0.24000000953674316,875,662e89038d1d64541a4292d0,423,437g0_mbk-14-14_1714317301_1714317490_1524,756,,mbk-14-14,164.58722506923687,2024-04-28 15:15:01,437g0,61.06418449267161,1524,mbk-14-14_1714317301.mp4,1189,437,,2024-04-28 15:18:10.472000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317301.mp4
2679.973155018777,11.876000165939331,0,662e89038d1d64541a4292d4,2105,462g0_mbk-14-14_1714317301_1714317558_2072,2205,,mbk-14-14,2234.8542455562656,2024-04-28 15:15:01,462g0,35.01415636468705,2072,mbk-14-14_1714317301.mp4,196,462,,2024-04-28 15:19:18.932000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317301.mp4
2602.085178896553,10.876000165939331,0,662e89038d1d64541a4292dc,1941,464g0_mbk-14-14_1714317301_1714317558_2070,2067,,mbk-14-14,2017.9681573910332,2024-04-28 15:15:01,464g0,41.730182728432446,2070,mbk-14-14_1714317301.mp4,339,464,,2024-04-28 15:19:18.693000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317301.mp4
4455.951252008008,15.080999851226807,341,662e89038d1d64541a4292ba,875,372g0_mbk-14-14_1714317301_1714317306_50,1205,,mbk-14-14,434.47001737959,2024-04-28 15:15:01,372g0,90.3088691347519,50,mbk-14-14_1714317301.mp4,1032,372,,2024-04-28 15:15:06.364000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317301.mp4
2706.3937704646055,7.878000020980835,7,662e89038d1d64541a4292d2,2105,461g0_mbk-14-14_1714317301_1714317556_2053,2241,,mbk-14-14,2041.278248747713,2024-04-28 15:15:01,461g0,38.2439963498445,2053,mbk-14-14_1714317301.mp4,208,461,,2024-04-28 15:19:16.573000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317301.mp4
2296.0629267267905,12.155999898910522,449,662e872d8d1d64541a349369,770,368g0_mbk-14-13_1714317301_1714317315_121,1063,,mbk-14-13,1748.924128713115,2024-04-28 15:15:01,368g0,45.43405063213941,121,mbk-14-13_1714317301.mp4,1171,368,,2024-04-28 15:15:15.241000,mbk-14-13_1714317301.mp4,[],mbk-14-13_1714317301.mp4
2850.3349598772047,18.15499997138977,0,662e872d8d1d64541a34936e,2119,420g0_mbk-14-13_1714317301_1714317560_2084,2159,,mbk-14-13,2284.7235904546665,2024-04-28 15:15:01,420g0,35.46598555924886,2084,mbk-14-13_1714317301.mp4,37,420,,2024-04-28 15:19:20.413000,mbk-14-13_1714317301.mp4,[],mbk-14-13_1714317301.mp4
2084.6296882304664,4.759000062942505,456,662e81448d1d64541a03d81c,206,425g0_mbk-14-12_1714317301_1714317335_285,362,,mbk-14-12,1526.4610895346566,2024-04-28 15:15:01,425g0,155.38143005119738,285,mbk-14-12_1714317301.mp4,986,425,,2024-04-28 15:15:35.755000,mbk-14-12_1714317301.mp4,[],mbk-14-12_1714317301.mp4
1563.29928656409,4.11899995803833,754,662e81448d1d64541a03d813,662,423g0_mbk-14-12_1714317301_1714317332_263,1042,,mbk-14-12,1352.9462154105736,2024-04-28 15:15:01,423g0,151.57160699516703,263,mbk-14-12_1714317301.mp4,1175,423,,2024-04-28 15:15:32.996000,mbk-14-12_1714317301.mp4,[],mbk-14-12_1714317301.mp4
814.4518726443505,7.118000030517578,170,662e7fa08d1d64541af6fbef,2054,295g0_mbk-14-11_1714317301_1714317334_275,2146,,mbk-14-11,626.5779327284644,2024-04-28 15:15:01,295g0,165.49625827996653,275,mbk-14-11_1714317301.mp4,341,295,,2024-04-28 15:15:34.515000,mbk-14-11_1714317301.mp4,[],mbk-14-11_1714317301.mp4
11701.830685274675,87.09599995613098,505,662e7fa08d1d64541af6fbf2,783,298g0_mbk-14-11_1714317301_1714317337_302,1164,,mbk-14-11,1554.5911282676914,2024-04-28 15:15:01,298g0,143.85521739498733,302,mbk-14-11_1714317301.mp4,1166,298,,2024-04-28 15:15:37.874000,mbk-14-11_1714317301.mp4,[],mbk-14-11_1714317301.mp4
8361.524132106315,61.223000049591064,637,662e7fa08d1d64541af6fbf5,804,301g0_mbk-14-11_1714317301_1714317402_816,1096,,mbk-14-11,953.676031478319,2024-04-28 15:15:01,301g0,77.15831221499454,816,mbk-14-11_1714317301.mp4,1222,301,,2024-04-28 15:16:42.096000,mbk-14-11_1714317301.mp4,[],mbk-14-11_1714317301.mp4
1782.9882976080628,3.11899995803833,437,662e7fa08d1d64541af6fbfd,1602,322g0_mbk-14-11_1714317301_1714317528_1829,1858,,mbk-14-11,1547.0888554926728,2024-04-28 15:15:01,322g0,29.57274164546719,1829,mbk-14-11_1714317301.mp4,634,322,,2024-04-28 15:18:48.701000,mbk-14-11_1714317301.mp4,[],mbk-14-11_1714317301.mp4
3399.7644285040924,60.06699991226196,2,662e88fa8d1d64541a423d6a,2166,259g0_mbk-14-14_1714317001_1714317005_42,2304,,mbk-14-14,294.66561968297003,2024-04-28 15:10:01,259g0,112.18196626322032,42,mbk-14-14_1714317001.mp4,215,259,,2024-04-28 15:10:05.363000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
903.408832317632,0.0,543,662e88fa8d1d64541a423d6c,531,268g0_mbk-14-14_1714316701_1714316998_2405,887,,mbk-14-14,733.2311455162998,2024-04-28 15:10:01,268g0,43.12318274144412,2405,mbk-14-14_1714316701.mp4,1215,268,,2024-04-28 15:09:58.801000,mbk-14-14_1714316701.mp4,[],mbk-14-14_1714317001.mp4
2566.3247529591144,8.361955642700195,0,662e88fa8d1d64541a423d71,2142,269g0_mbk-14-14_1714317001_1714317007_59,2255,,mbk-14-14,2272.9317421120368,2024-04-28 15:10:01,269g0,33.95206412006177,59,mbk-14-14_1714317001.mp4,215,269,,2024-04-28 15:10:07.523000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
2349.234060840378,6.51800012588501,28,662e88fa8d1d64541a423d74,2018,270g0_mbk-14-14_1714317001_1714317009_75,2121,,mbk-14-14,2029.3446511372256,2024-04-28 15:10:01,270g0,36.221842827596916,75,mbk-14-14_1714317001.mp4,292,270,,2024-04-28 15:10:09.522000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
67.64229580366593,2.3990001678466797,2,662e88fa8d1d64541a423d7a,2241,273g0_mbk-14-14_1714317001_1714317007_60,2332,,mbk-14-14,66.2452251385053,2024-04-28 15:10:01,273g0,98.13010235415571,60,mbk-14-14_1714317001.mp4,192,273,,2024-04-28 15:10:07.643000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
2639.8519916188593,9.716000080108643,0,662e88fa8d1d64541a423d7d,2011,281g0_mbk-14-14_1714317001_1714317027_223,2140,,mbk-14-14,2243.0099116074407,2024-04-28 15:10:01,281g0,35.050835349342044,223,mbk-14-14_1714317001.mp4,297,281,,2024-04-28 15:10:27.997000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
2524.1242678488825,5.23799991607666,23,662e88fa8d1d64541a423d8d,2234,315g0_mbk-14-14_1714317001_1714317133_1069,2316,,mbk-14-14,2274.057926567821,2024-04-28 15:10:01,315g0,32.9781011994763,1069,mbk-14-14_1714317001.mp4,196,315,,2024-04-28 15:12:13.727000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
644.0992540889531,7.239000082015991,0,662e88fa8d1d64541a423d83,2238,284g0_mbk-14-14_1714317001_1714317030_247,2292,,mbk-14-14,192.65647373390996,2024-04-28 15:10:01,284g0,147.66236406285742,247,mbk-14-14_1714317001.mp4,91,284,,2024-04-28 15:10:30.996000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
4169.777491982407,174.35099983215332,0,662e88fa8d1d64541a423d89,2159,302g0_mbk-14-14_1714317001_1714317233_1864,2299,,mbk-14-14,462.3957050051462,2024-04-28 15:10:01,302g0,127.79862326159545,1864,mbk-14-14_1714317001.mp4,215,302,,2024-04-28 15:13:53.059000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
1195.8867398917619,25.111999988555908,0,662e88fa8d1d64541a423d86,2180,299g0_mbk-14-14_1714317001_1714317071_569,2299,,mbk-14-14,242.94933943439602,2024-04-28 15:10:01,299g0,146.0035408517495,569,mbk-14-14_1714317001.mp4,213,299,,2024-04-28 15:11:11.225000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
493.4284534898737,3.5189998149871826,2,662e88fa8d1d64541a423d9c,2177,360g0_mbk-14-14_1714317001_1714317266_2131,2320,,mbk-14-14,401.4895832350535,2024-04-28 15:10:01,360g0,142.22761804444588,2131,mbk-14-14_1714317001.mp4,208,360,,2024-04-28 15:14:26.450000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
461.5766133841125,3.4789998531341553,2,662e88fa8d1d64541a423d98,2133,359g0_mbk-14-14_1714317001_1714317264_2113,2266,,mbk-14-14,366.6094941347213,2024-04-28 15:10:01,359g0,153.84419743095697,2113,mbk-14-14_1714317001.mp4,217,359,,2024-04-28 15:14:24.171000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
504.5117816637441,5.358999967575073,0,662e88fa8d1d64541a423d95,2320,347g0_mbk-14-14_1714317001_1714317250_2000,2405,,mbk-14-14,316.7866649066836,2024-04-28 15:10:01,347g0,102.59772802015232,2000,mbk-14-14_1714317001.mp4,84,347,,2024-04-28 15:14:10.055000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
