is_plate_valid,travel_distance,vehicle_type_confidence,lifetime,ymin,vehicle_type_model,_id,plate_number,xmin,province_confidence,similarized_plate_number,plate_number_confidence,plate_representative_vehicle_image_name,id,car_brand_model,xmax,image_name,purchasing_power,province,camera,travel_displacement,timestamp,count_id,car_brand,travel_trajectory,frame_no,original_video_name,ymax,plate_color_confidence,vehicle_type,car_brand_confidence,plate_number_definition,tracking_id,parent_image_name,plate_color,plate_image_name,timestamp_precise,true_video_name,full_image_names,video_name
True,14.101444172267346,0.5272378325462341,2.8380000591278076,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ad88d1d64541abb5f15,บน3364,1308,0.9778865575790405,บน3364,0.9999976845632204,2024-04-28T23-45-01_FLAG_P_FID_0_OID_1g31_mbk-14-12-vehicle-snapshot_1714322701_1714322701_0.jpg,1g31_mbk-14-12-vehicle-snapshot_1714322701_1714322701_0,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2139,2024-04-28T23-45-01_FLAG_P_FID_0_OID_1g31_mbk-14-12-vehicle-snapshot_1714322701_1714322701_0.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,14.101444172267346,2024-04-28 16:45:01,1g31,isuzu,175.23635830927375,0,mbk-14-12-vehicle-snapshot_1714322701.mp4,461,0.689332561495723,truck,0.9999169111251831,customer,1,2024-04-28T23-45-01_FLAG_P_FID_0_OID_1g31_mbk-14-12-vehicle-snapshot_1714322701_1714322701_0.jpg,white,,2024-04-28 16:45:01,mbk-14-12_1714322701.mp4,['2024-04-28T23-45-01_FLAG_P_FID_0_OID_1g31_mbk-14-12-vehicle-snapshot_1714322701_1714322701_0.jpg'],mbk-14-12-vehicle-snapshot_1714322701.mp4
True,7.0263671875,0.41229328513145447,37.47000002861023,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ad88d1d64541abb5f1b,บน3364,1329,0.9994958639144897,บน3364,0.9999970931049815,2024-04-28T23-46-15_FLAG_P_FID_600_OID_1g32_mbk-14-12-vehicle-snapshot_1714322701_1714322775_600.jpg,1g32_mbk-14-12-vehicle-snapshot_1714322701_1714322775_600,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2137,2024-04-28T23-46-15_FLAG_P_FID_600_OID_1g32_mbk-14-12-vehicle-snapshot_1714322701_1714322775_600.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,7.0263671875,2024-04-28 16:45:01,1g32,isuzu,180.0,600,mbk-14-12-vehicle-snapshot_1714322701.mp4,463,0.6733958677171752,truck,0.9993195533752441,customer,1,2024-04-28T23-46-15_FLAG_P_FID_600_OID_1g32_mbk-14-12-vehicle-snapshot_1714322701_1714322775_600.jpg,white,,2024-04-28 16:46:15.105000,mbk-14-12_1714322701.mp4,['2024-04-28T23-46-15_FLAG_P_FID_600_OID_1g32_mbk-14-12-vehicle-snapshot_1714322701_1714322775_600.jpg'],mbk-14-12-vehicle-snapshot_1714322701.mp4
True,1.1710611979167425,0.5640401840209961,37.4689998626709,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ad88d1d64541abb5f1c,บน3364,1341,0.7867567539215088,บน3364,0.9999969922399998,2024-04-28T23-47-30_FLAG_P_FID_1200_OID_1g33_mbk-14-12-vehicle-snapshot_1714322701_1714322850_1200.jpg,1g33_mbk-14-12-vehicle-snapshot_1714322701_1714322850_1200,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2137,2024-04-28T23-47-30_FLAG_P_FID_1200_OID_1g33_mbk-14-12-vehicle-snapshot_1714322701_1714322850_1200.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,1.1710611979167425,2024-04-28 16:45:01,1g33,isuzu,180.0,1200,mbk-14-12-vehicle-snapshot_1714322701.mp4,461,0.6852165326951768,truck,0.99928218126297,customer,1,2024-04-28T23-47-30_FLAG_P_FID_1200_OID_1g33_mbk-14-12-vehicle-snapshot_1714322701_1714322850_1200.jpg,white,,2024-04-28 16:47:30.083000,mbk-14-12_1714322701.mp4,['2024-04-28T23-47-30_FLAG_P_FID_1200_OID_1g33_mbk-14-12-vehicle-snapshot_1714322701_1714322850_1200.jpg'],mbk-14-12-vehicle-snapshot_1714322701.mp4
True,10.53955078125,0.43387290835380554,37.46900010108948,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ad88d1d64541abb5f1f,บน3364,1341,0.8669922947883606,บน3364,0.9999929115291021,2024-04-28T23-48-45_FLAG_P_FID_1800_OID_1g34_mbk-14-12-vehicle-snapshot_1714322701_1714322925_1800.jpg,1g34_mbk-14-12-vehicle-snapshot_1714322701_1714322925_1800,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2137,2024-04-28T23-48-45_FLAG_P_FID_1800_OID_1g34_mbk-14-12-vehicle-snapshot_1714322701_1714322925_1800.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,10.53955078125,2024-04-28 16:45:01,1g34,isuzu,0.0,1800,mbk-14-12-vehicle-snapshot_1714322701.mp4,463,0.6770036480963316,truck,0.9992448091506958,customer,1,2024-04-28T23-48-45_FLAG_P_FID_1800_OID_1g34_mbk-14-12-vehicle-snapshot_1714322701_1714322925_1800.jpg,white,,2024-04-28 16:48:45.062000,mbk-14-12_1714322701.mp4,['2024-04-28T23-48-45_FLAG_P_FID_1800_OID_1g34_mbk-14-12-vehicle-snapshot_1714322701_1714322925_1800.jpg'],mbk-14-12-vehicle-snapshot_1714322701.mp4
True,10.604410167463985,0.512995719909668,35.75,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ae48d1d64541abb9030,บน3364,1341,0.9462675452232361,บน3364,0.9999948555621924,2024-04-28T23-39-58_FLAG_P_FID_2400_OID_1g26_mbk-14-12-vehicle-snapshot_1714322101_1714322398_2400.jpg,1g26_mbk-14-12-vehicle-snapshot_1714322101_1714322398_2400,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2137,2024-04-28T23-39-58_FLAG_P_FID_2400_OID_1g26_mbk-14-12-vehicle-snapshot_1714322101_1714322398_2400.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,10.604410167463985,2024-04-28 16:40:01,1g26,isuzu,353.65980825408997,2400,mbk-14-12-vehicle-snapshot_1714322101.mp4,463,0.6828560107400586,truck,0.999138355255127,customer,1,2024-04-28T23-39-58_FLAG_P_FID_2400_OID_1g26_mbk-14-12-vehicle-snapshot_1714322101_1714322398_2400.jpg,white,,2024-04-28 16:39:58.322000,mbk-14-12_1714322101.mp4,['2024-04-28T23-39-58_FLAG_P_FID_2400_OID_1g26_mbk-14-12-vehicle-snapshot_1714322101_1714322398_2400.jpg'],mbk-14-12-vehicle-snapshot_1714322401.mp4
True,2.618572444354146,0.7091068029403687,36.63599991798401,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ae48d1d64541abb9033,บน3364,1338,0.998979389667511,บน3364,0.9999966712821827,2024-04-28T23-40-37_FLAG_P_FID_300_OID_1g27_mbk-14-12-vehicle-snapshot_1714322401_1714322437_300.jpg,1g27_mbk-14-12-vehicle-snapshot_1714322401_1714322437_300,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2139,2024-04-28T23-40-37_FLAG_P_FID_300_OID_1g27_mbk-14-12-vehicle-snapshot_1714322401_1714322437_300.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,2.618572444354146,2024-04-28 16:40:01,1g27,isuzu,153.43494882292313,300,mbk-14-12-vehicle-snapshot_1714322401.mp4,461,0.6728140227450772,truck,0.9996329545974731,customer,1,2024-04-28T23-40-37_FLAG_P_FID_300_OID_1g27_mbk-14-12-vehicle-snapshot_1714322401_1714322437_300.jpg,white,,2024-04-28 16:40:37.636000,mbk-14-12_1714322401.mp4,['2024-04-28T23-40-37_FLAG_P_FID_300_OID_1g27_mbk-14-12-vehicle-snapshot_1714322401_1714322437_300.jpg'],mbk-14-12-vehicle-snapshot_1714322401.mp4
True,24.62015177726531,0.6805066466331482,37.50999999046326,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ae48d1d64541abb9037,บน3364,1336,0.783093273639679,บน3364,0.99999841818092,2024-04-28T23-41-52_FLAG_P_FID_900_OID_1g28_mbk-14-12-vehicle-snapshot_1714322401_1714322512_900.jpg,1g28_mbk-14-12-vehicle-snapshot_1714322401_1714322512_900,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2139,2024-04-28T23-41-52_FLAG_P_FID_900_OID_1g28_mbk-14-12-vehicle-snapshot_1714322401_1714322512_900.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,24.62015177726531,2024-04-28 16:40:01,1g28,isuzu,357.2736890060937,900,mbk-14-12-vehicle-snapshot_1714322401.mp4,463,0.6844222259812672,truck,0.9995958209037781,customer,1,2024-04-28T23-41-52_FLAG_P_FID_900_OID_1g28_mbk-14-12-vehicle-snapshot_1714322401_1714322512_900.jpg,white,,2024-04-28 16:41:52.614000,mbk-14-12_1714322401.mp4,['2024-04-28T23-41-52_FLAG_P_FID_900_OID_1g28_mbk-14-12-vehicle-snapshot_1714322401_1714322512_900.jpg'],mbk-14-12-vehicle-snapshot_1714322401.mp4
True,2.342122395833485,0.42326727509498596,37.507999897003174,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ae48d1d64541abb903c,บน3364,1315,0.9981834292411804,บน3364,0.999999371858166,2024-04-28T23-43-07_FLAG_P_FID_1500_OID_1g29_mbk-14-12-vehicle-snapshot_1714322401_1714322587_1500.jpg,1g29_mbk-14-12-vehicle-snapshot_1714322401_1714322587_1500,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2139,2024-04-28T23-43-07_FLAG_P_FID_1500_OID_1g29_mbk-14-12-vehicle-snapshot_1714322401_1714322587_1500.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,2.342122395833485,2024-04-28 16:40:01,1g29,isuzu,0.0,1500,mbk-14-12-vehicle-snapshot_1714322401.mp4,463,0.6821175654020869,truck,0.9997259974479675,customer,1,2024-04-28T23-43-07_FLAG_P_FID_1500_OID_1g29_mbk-14-12-vehicle-snapshot_1714322401_1714322587_1500.jpg,white,,2024-04-28 16:43:07.593000,mbk-14-12_1714322401.mp4,['2024-04-28T23-43-07_FLAG_P_FID_1500_OID_1g29_mbk-14-12-vehicle-snapshot_1714322401_1714322587_1500.jpg'],mbk-14-12-vehicle-snapshot_1714322401.mp4
True,4.828409013072623,0.5871466994285583,37.50999999046326,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9ae48d1d64541abb903d,บน3364,1334,0.896083652973175,บน3364,0.9999962723926124,2024-04-28T23-44-22_FLAG_P_FID_2100_OID_1g30_mbk-14-12-vehicle-snapshot_1714322401_1714322662_2100.jpg,1g30_mbk-14-12-vehicle-snapshot_1714322401_1714322662_2100,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2137,2024-04-28T23-44-22_FLAG_P_FID_2100_OID_1g30_mbk-14-12-vehicle-snapshot_1714322401_1714322662_2100.jpg,NA,th-40,mbk-14-12-vehicle-snapshot,4.828409013072623,2024-04-28 16:40:01,1g30,isuzu,14.036243467927134,2100,mbk-14-12-vehicle-snapshot_1714322401.mp4,461,0.6696778397724882,truck,0.9988054037094116,customer,1,2024-04-28T23-44-22_FLAG_P_FID_2100_OID_1g30_mbk-14-12-vehicle-snapshot_1714322401_1714322662_2100.jpg,white,,2024-04-28 16:44:22.572000,mbk-14-12_1714322401.mp4,['2024-04-28T23-44-22_FLAG_P_FID_2100_OID_1g30_mbk-14-12-vehicle-snapshot_1714322401_1714322662_2100.jpg'],mbk-14-12-vehicle-snapshot_1714322401.mp4
False,906.9962429195951,,1.2400000095367432,0,,662e9a658d1d64541ab8d5fb,,1054,,,,,31g0_mbk-14-11-vehicle_1714322401_1714322603_1629,,1621,2024-04-28T23-43-23_FLAG_P_FID_1629_OID_31g0_mbk-14-11-vehicle_1714322401_1714322603_1629.jpg,NA,,mbk-14-11-vehicle,888.4272584053888,2024-04-28 16:40:01,31g0,,194.03624346792645,1629,mbk-14-11-vehicle_1714322401.mp4,224,,,,na,31,2024-04-28T23-43-23_FLAG_P_FID_1629_OID_31g0_mbk-14-11-vehicle_1714322401_1714322603_1629.jpg,,,2024-04-28 16:43:23.708000,mbk-14-11_1714322401.mp4,['2024-04-28T23-43-23_FLAG_P_FID_1629_OID_31g0_mbk-14-11-vehicle_1714322401_1714322603_1629.jpg'],mbk-14-11-vehicle_1714322401.mp4
True,2.6185724443539424,0.6324647665023804,37.47000002861023,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9aaa8d1d64541aba3512,บน3364,1338,0.9985234141349792,บน3364,0.9999972948544488,2024-04-28T23-36-15_FLAG_P_FID_600_OID_1g23_mbk-14-12-vehicle-snapshot_1714322101_1714322175_600.jpg,1g23_mbk-14-12-vehicle-snapshot_1714322101_1714322175_600,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2135,2024-04-28T23-36-15_FLAG_P_FID_600_OID_1g23_mbk-14-12-vehicle-snapshot_1714322101_1714322175_600.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,2.6185724443539424,2024-04-28 16:35:01,1g23,isuzu,206.56505117707908,600,mbk-14-12-vehicle-snapshot_1714322101.mp4,463,0.6650597399890319,truck,0.9989815354347229,customer,1,2024-04-28T23-36-15_FLAG_P_FID_600_OID_1g23_mbk-14-12-vehicle-snapshot_1714322101_1714322175_600.jpg,white,,2024-04-28 16:36:15.104000,mbk-14-12_1714322101.mp4,['2024-04-28T23-36-15_FLAG_P_FID_600_OID_1g23_mbk-14-12-vehicle-snapshot_1714322101_1714322175_600.jpg'],mbk-14-12-vehicle-snapshot_1714322101.mp4
True,1.6561306284627004,0.6767514944076538,2.318000078201294,0,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,662e9aaa8d1d64541aba350f,บน3364,1341,0.9986326098442078,บน3364,0.9999950756386785,2024-04-28T23-35-01_FLAG_P_FID_0_OID_1g22_mbk-14-12-vehicle-snapshot_1714322101_1714322101_0.jpg,1g22_mbk-14-12-vehicle-snapshot_1714322101_1714322101_0,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2139,2024-04-28T23-35-01_FLAG_P_FID_0_OID_1g22_mbk-14-12-vehicle-snapshot_1714322101_1714322101_0.jpg,NA,th-13,mbk-14-12-vehicle-snapshot,1.6561306284627004,2024-04-28 16:35:01,1g22,isuzu,44.999999999998614,0,mbk-14-12-vehicle-snapshot_1714322101.mp4,461,0.6743758858107428,truck,0.999267041683197,customer,1,2024-04-28T23-35-01_FLAG_P_FID_0_OID_1g22_mbk-14-12-vehicle-snapshot_1714322101_1714322101_0.jpg,white,,2024-04-28 16:35:01,mbk-14-12_1714322101.mp4,['2024-04-28T23-35-01_FLAG_P_FID_0_OID_1g22_mbk-14-12-vehicle-snapshot_1714322101_1714322101_0.jpg'],mbk-14-12-vehicle-snapshot_1714322101.mp4
